# swipe-paths v1 — layout qwerty(keyWidth 40, rowHeight 54). Sinh bởi SwipeDecoderTests.kt (SWIPE_WRITE_FIXTURE=1). word<TAB>top1 Kotlin<TAB>x,y;x,y…
xe	xe	128.84,130.43;124.28,121.90;119.12,107.74;118.74,92.41;112.95,79.29;103.84,64.50;101.25,49.81;95.54,32.39;89.62,15.48
cuoc	cuoc	159.91,135.42;165.97,126.04;172.26,116.91;178.38,110.37;187.48,89.34;195.86,77.57;203.55,64.35;215.79,52.14;225.28,36.81;233.88,26.41;241.82,18.87;251.93,14.34;265.05,8.38;282.28,7.83;295.04,7.62;314.97,13.25;330.35,17.95;343.80,24.58;348.06,32.57;346.81,41.60;335.12,48.51;327.52,57.58;317.96,65.53;304.79,67.71;288.50,76.28;271.41,84.18;256.10,92.44;241.58,99.76;227.18,109.64;214.02,115.77;196.95,124.14;184.20,128.81;173.04,132.18;157.49,141.14
ha	ha	242.09,72.97;224.74,73.90;215.71,76.02;197.93,72.05;183.31,72.08;166.50,76.33;152.02,74.38;134.97,75.01;114.27,74.35;99.08,77.13;85.74,78.55;73.69,76.88;56.36,76.55;46.77,76.45;38.33,78.13
viet	giet	214.29,95.27;223.71,89.31;235.84,77.84;251.71,66.74;266.90,59.81;286.21,43.04;294.98,34.61;300.68,27.21;291.81,22.23;273.05,23.45;261.33,25.24;244.47,21.15;227.94,29.91;210.29,33.09;196.02,32.69;177.82,35.10;158.99,39.50;143.89,40.62;128.73,45.36;115.63,51.59;104.59,49.64;115.73,46.65;134.79,43.35;156.87,47.88;170.07,45.12
cho	cuop	133.01,128.00;146.48,124.14;161.00,117.07;171.53,107.27;182.67,101.17;199.02,97.18;212.18,89.90;225.86,80.85;241.88,76.24;253.81,70.02;262.85,63.87;282.86,58.52;291.66,53.18;306.93,45.73;319.95,45.51;335.21,39.30;345.91,33.96;360.20,26.75;374.61,21.15
co	co	162.44,141.59;171.26,135.92;186.78,120.70;198.10,118.01;209.06,105.48;223.16,92.92;232.61,83.73;248.77,76.92;261.49,65.12;278.79,57.04;284.71,44.86;299.09,34.77;307.70,28.66;320.25,19.64;327.90,14.66;333.99,9.38
nay	nay	304.12,143.17;295.95,145.57;283.20,142.84;271.68,141.15;258.15,138.83;244.89,134.39;229.23,135.58;211.32,129.97;195.48,128.66;179.37,126.75;158.73,121.26;140.99,116.44;125.88,117.23;104.97,116.53;90.59,113.76;78.92,110.43;63.65,105.48;53.01,101.44;39.31,102.53;31.86,95.45;22.50,88.33;31.84,78.93;44.97,74.21;57.14,66.57;73.63,64.43;91.37,60.03;107.79,53.77;125.58,50.60;139.59,45.78;160.77,42.53;175.08,38.55;192.49,41.75;201.89,30.24;209.93,30.99
ngay	ngay	279.11,158.83;267.87,144.68;262.50,130.27;249.38,124.30;240.40,111.23;227.96,97.61;215.67,90.07;201.83,81.40;189.66,78.64;174.54,76.42;155.33,73.79;136.40,73.42;121.08,71.84;101.62,70.62;88.15,70.50;71.20,70.24;55.80,67.98;72.78,65.23;88.14,66.57;102.98,64.58;121.87,63.30;139.45,59.36;156.05,64.68;175.78,60.89;190.07,62.32;205.14,60.66;217.21,60.07;226.44,60.27
trong	trong	193.77,27.32;176.71,28.73;156.90,22.27;140.77,23.25;160.04,25.45;173.11,23.19;184.91,21.21;201.47,19.66;218.59,18.31;233.96,19.64;254.29,16.55;272.33,17.88;287.13,16.89;302.75,16.62;314.36,17.81;327.81,19.82;342.46,26.11;345.29,42.85;336.26,55.39;329.80,69.33;317.78,78.16;308.24,100.18;295.31,109.60;281.61,119.75;272.01,132.72;259.03,141.11;245.08,139.30;235.69,133.04;226.91,118.95;224.68,102.18;217.82,89.27;211.51,76.18;207.77,67.38
truong	trong	184.82,41.08;176.92,38.18;156.51,40.71;145.10,36.42;156.85,32.34;168.86,27.32;182.51,21.23;201.01,23.71;216.00,18.11;228.46,16.96;245.06,15.19;259.71,13.57;277.21,17.57;288.70,14.23;305.42,16.36;321.05,21.72;330.16,22.40;339.81,26.18;343.41,41.08;343.03,53.18;337.14,68.72;329.72,81.81;320.03,96.26;312.10,106.82;298.95,119.61;287.29,121.98;279.08,118.55;269.51,116.11;255.17,109.98;243.63,102.20;229.97,92.77;219.30,81.34;206.35,72.48;196.49,63.81;192.35,61.89
bua	bua	228.66,107.40;241.07,85.74;253.24,68.02;268.13,55.60;272.78,40.30;267.39,26.98;252.33,25.75;240.14,25.74;223.13,30.35;211.39,31.78;196.15,37.54;180.34,39.91;162.03,45.37;145.48,48.98;130.24,55.41;111.31,59.00;99.16,67.37;79.90,67.60;65.22,74.08;57.21,76.03;44.41,82.20;36.16,81.30
nua	nua	303.42,159.18;296.98,148.89;294.69,131.08;294.79,113.17;289.06,98.21;288.13,81.76;282.95,67.60;278.47,54.09;267.76,43.11;260.50,36.65;249.26,26.92;240.86,27.93;226.77,24.82;212.59,26.98;204.19,31.92;189.14,31.33;174.94,37.10;157.30,41.64;139.54,44.57;123.41,49.53;109.05,56.61;100.25,58.38;81.10,62.96;65.44,65.07;52.04,72.25;33.77,77.75;26.19,80.67
luu	lu	341.82,67.14;334.00,58.88;324.72,50.44;314.30,44.56;298.14,36.66;288.65,29.33;278.86,22.11;271.00,18.02
boong	bong	224.45,112.64;233.10,109.37;240.67,97.80;253.85,89.38;266.23,71.85;277.39,61.71;290.48,47.46;300.03,35.25;312.14,24.15;321.26,18.25;333.55,12.94;331.69,26.30;332.20,40.58;329.86,54.43;327.18,71.76;320.79,86.68;316.90,104.87;309.73,117.12;305.79,126.42;295.07,136.17;284.85,134.88;264.89,129.82;251.59,117.58;239.63,110.93;223.39,101.80;213.74,91.05;205.61,80.74;197.74,78.38
khong	khong	317.33,70.79;307.39,71.21;294.35,72.69;276.35,74.96;265.81,71.69;259.11,65.92;278.12,54.04;292.24,48.05;308.97,34.98;324.84,28.07;336.48,25.25;344.21,28.15;342.72,40.74;340.63,58.07;337.37,72.29;330.53,87.09;322.60,106.76;315.36,120.65;306.73,135.11;300.63,144.98;294.78,154.58;285.19,160.72;277.64,164.49;264.25,157.09;253.75,150.53;239.72,137.88;225.31,129.52;212.46,119.35;206.80,105.30;197.78,100.90
nguoi	nguoi	296.66,126.13;285.35,119.97;277.27,116.82;263.95,110.60;246.33,104.66;232.05,102.68;217.26,94.46;210.18,87.75;197.24,78.71;190.14,64.58;201.16,50.37;208.80,39.12;223.47,28.97;240.42,23.05;251.97,22.20;261.70,20.15;280.48,17.40;292.99,20.09;306.60,19.58;320.93,18.94;330.15,24.36;340.05,22.76;324.31,14.03;311.28,10.41
duoc	duoc	107.20,73.35;122.56,66.00;136.58,64.35;147.95,59.68;162.93,57.03;176.28,50.64;192.80,47.12;206.93,44.48;219.66,37.68;236.13,37.59;249.74,31.54;258.63,30.36;279.04,30.63;304.27,23.18;322.45,25.65;338.49,25.10;348.58,26.51;343.68,33.55;336.56,39.00;322.71,50.40;311.19,53.46;299.40,60.13;281.87,71.03;267.43,77.25;253.54,87.19;237.25,91.05;222.44,99.98;209.24,107.81;192.13,114.47;182.03,121.64;169.94,126.92;161.49,132.20;153.77,136.24
